date,channel,campaign_type,campaign_name,spend,clicks,impressions,conversions,revenue,roas
2026-01-25,Microsoft Ads,Search,Bing Brand,165.15,447,10634,22,1010.72,6.12
2026-01-25,Microsoft Ads,Shopping,Bing Generic,182.24,279,8301,17,949.47,5.21
2026-01-26,Google Ads,Search,Brand Search,482.75,775,22015,30,2466.85,5.11
2026-01-26,Google Ads,Shopping,Generic Search,569.64,1129,41606,30,2398.18,4.21
2026-01-26,Google Ads,Performance Max,Shopping Best Sellers,701.5,1533,60972,106,2890.18,4.12
2026-01-26,Meta Ads,Prospecting,Lookalike Prospecting,438.25,850,30979,52,1156.98,2.64
2026-01-26,Meta Ads,Retargeting,Cart Retargeting,469.79,769,22750,46,1587.89,3.38
2026-01-26,Meta Ads,Advantage+,Advantage Shopping,430.05,912,33128,39,1135.33,2.64
2026-01-26,Microsoft Ads,Search,Bing Brand,175.52,543,12735,23,1107.53,6.31
2026-01-26,Microsoft Ads,Shopping,Bing Generic,215.93,403,14214,22,1079.65,5.0
2026-01-27,Google Ads,Search,Brand Search,439.52,1022,33010,43,2105.3,4.79
2026-01-27,Google Ads,Shopping,Generic Search,564.75,898,30334,63,2264.65,4.01
2026-01-27,Google Ads,Performance Max,Shopping Best Sellers,586.62,797,37605,51,2815.78,4.8
2026-01-27,Meta Ads,Prospecting,Lookalike Prospecting,378.99,477,23509,27,1262.04,3.33
2026-01-27,Meta Ads,Retargeting,Cart Retargeting,495.46,562,28555,28,1412.06,2.85
2026-01-27,Meta Ads,Advantage+,Advantage Shopping,570.9,1780,42265,96,1883.97,3.3
2026-01-27,Microsoft Ads,Search,Bing Brand,188.76,208,8959,6,1158.99,6.14
2026-01-27,Microsoft Ads,Shopping,Bing Generic,218.57,404,14629,25,928.92,4.25
2026-01-28,Google Ads,Search,Brand Search,487.71,583,22376,41,2701.91,5.54
2026-01-28,Google Ads,Shopping,Generic Search,595.05,1796,45588,51,2576.57,4.33
2026-01-28,Google Ads,Performance Max,Shopping Best Sellers,728.03,1617,45319,65,3254.29,4.47
2026-01-28,Meta Ads,Prospecting,Lookalike Prospecting,433.23,697,30669,48,1403.67,3.24
2026-01-28,Meta Ads,Retargeting,Cart Retargeting,438.31,414,19502,13,1463.96,3.34
2026-01-28,Meta Ads,Advantage+,Advantage Shopping,454.79,908,33618,61,1296.15,2.85
2026-01-28,Microsoft Ads,Search,Bing Brand,195.15,359,10397,18,1311.41,6.72
2026-01-28,Microsoft Ads,Shopping,Bing Generic,176.73,362,11665,12,818.26,4.63
2026-01-29,Google Ads,Search,Brand Search,549.82,1447,39391,76,2666.63,4.85
2026-01-29,Google Ads,Shopping,Generic Search,619.58,919,49031,25,2713.76,4.38
2026-01-29,Google Ads,Performance Max,Shopping Best Sellers,663.76,1796,47327,79,2913.91,4.39
2026-01-29,Meta Ads,Prospecting,Lookalike Prospecting,405.33,727,28463,49,1215.99,3.0
2026-01-29,Meta Ads,Retargeting,Cart Retargeting,447.35,838,32578,24,1458.36,3.26
2026-01-29,Meta Ads,Advantage+,Advantage Shopping,439.5,653,28036,34,1296.53,2.95
2026-01-29,Microsoft Ads,Search,Bing Brand,163.53,496,12271,34,1062.94,6.5
2026-01-29,Microsoft Ads,Shopping,Bing Generic,177.81,315,11962,14,839.26,4.72
2026-01-30,Google Ads,Search,Brand Search,447.7,530,20754,22,2238.5,5.0
2026-01-30,Google Ads,Shopping,Generic Search,581.35,1042,47054,41,2325.4,4.0
2026-01-30,Google Ads,Performance Max,Shopping Best Sellers,653.45,1544,49885,74,2659.54,4.07
2026-01-30,Meta Ads,Prospecting,Lookalike Prospecting,389.49,714,16765,34,1106.15,2.84
2026-01-30,Meta Ads,Retargeting,Cart Retargeting,519.08,580,30044,27,1432.66,2.76
2026-01-30,Meta Ads,Advantage+,Advantage Shopping,576.46,1164,36419,73,1804.32,3.13
2026-01-30,Microsoft Ads,Search,Bing Brand,170.81,483,12766,20,1158.09,6.78
2026-01-30,Microsoft Ads,Shopping,Bing Generic,196.01,322,9949,9,980.05,5.0
2026-01-31,Google Ads,Search,Brand Search,407.57,973,22248,54,2351.68,5.77
2026-01-31,Google Ads,Shopping,Generic Search,414.22,957,24740,39,2017.25,4.87
2026-01-31,Google Ads,Performance Max,Shopping Best Sellers,611.88,974,31180,46,2820.77,4.61
2026-01-31,Meta Ads,Prospecting,Lookalike Prospecting,280.17,484,15966,22,756.46,2.7
2026-01-31,Meta Ads,Retargeting,Cart Retargeting,392.96,757,22304,24,1182.81,3.01
2026-01-31,Meta Ads,Advantage+,Advantage Shopping,500.05,742,27736,46,1600.16,3.2
2026-01-31,Microsoft Ads,Search,Bing Brand,148.5,323,8240,13,962.28,6.48
2026-01-31,Microsoft Ads,Shopping,Bing Generic,179.84,475,12277,27,999.91,5.56
2026-02-01,Google Ads,Search,Brand Search,433.23,1184,27448,71,2018.85,4.66
2026-02-01,Google Ads,Shopping,Generic Search,515.51,1273,38386,42,2263.09,4.39
2026-02-01,Google Ads,Performance Max,Shopping Best Sellers,560.9,978,44789,54,2490.4,4.44
2026-02-01,Meta Ads,Prospecting,Lookalike Prospecting,279.84,243,13137,10,945.86,3.38
2026-02-01,Meta Ads,Retargeting,Cart Retargeting,338.99,782,20498,52,1071.21,3.16
2026-02-01,Meta Ads,Advantage+,Advantage Shopping,485.69,470,21760,16,1554.21,3.2
2026-02-01,Microsoft Ads,Search,Bing Brand,139.3,239,9145,8,891.52,6.4
2026-02-01,Microsoft Ads,Shopping,Bing Generic,193.6,427,11218,25,906.05,4.68
2026-02-02,Google Ads,Search,Brand Search,511.96,818,35557,30,2902.81,5.67
2026-02-02,Google Ads,Shopping,Generic Search,577.93,1276,49575,48,2294.38,3.97
2026-02-02,Google Ads,Performance Max,Shopping Best Sellers,584.82,891,32906,60,2660.93,4.55
2026-02-02,Meta Ads,Prospecting,Lookalike Prospecting,431.6,729,20494,31,1212.8,2.81
2026-02-02,Meta Ads,Retargeting,Cart Retargeting,527.29,1743,44797,66,1724.24,3.27
2026-02-02,Meta Ads,Advantage+,Advantage Shopping,484.47,823,27899,30,1540.61,3.18
2026-02-02,Microsoft Ads,Search,Bing Brand,175.58,491,11630,28,985.0,5.61
2026-02-02,Microsoft Ads,Shopping,Bing Generic,181.11,301,12389,17,916.42,5.06
2026-02-03,Google Ads,Search,Brand Search,496.31,633,22017,36,2769.41,5.58
2026-02-03,Google Ads,Shopping,Generic Search,496.8,678,20981,45,2300.18,4.63
2026-02-03,Google Ads,Performance Max,Shopping Best Sellers,628.5,1558,51240,53,3029.37,4.82
2026-02-03,Meta Ads,Prospecting,Lookalike Prospecting,454.64,1344,32309,39,1295.72,2.85
2026-02-03,Meta Ads,Retargeting,Cart Retargeting,469.74,1483,35015,98,1423.31,3.03
2026-02-03,Meta Ads,Advantage+,Advantage Shopping,467.58,978,23337,68,1552.37,3.32
2026-02-03,Microsoft Ads,Search,Bing Brand,171.61,621,14441,41,1050.25,6.12
2026-02-03,Microsoft Ads,Shopping,Bing Generic,230.49,324,15572,22,974.97,4.23
2026-02-04,Google Ads,Search,Brand Search,459.33,941,30522,63,2806.51,6.11
2026-02-04,Google Ads,Shopping,Generic Search,636.07,675,32234,22,2709.66,4.26
2026-02-04,Google Ads,Performance Max,Shopping Best Sellers,641.77,1201,32332,73,2573.5,4.01
2026-02-04,Meta Ads,Prospecting,Lookalike Prospecting,406.04,816,20260,53,1307.45,3.22
2026-02-04,Meta Ads,Retargeting,Cart Retargeting,508.84,827,23357,28,1531.61,3.01
2026-02-04,Meta Ads,Advantage+,Advantage Shopping,463.62,611,24647,22,1321.32,2.85
2026-02-04,Microsoft Ads,Search,Bing Brand,192.62,394,10707,10,1329.08,6.9
2026-02-04,Microsoft Ads,Shopping,Bing Generic,216.65,205,9705,8,1117.91,5.16
2026-02-05,Google Ads,Search,Brand Search,480.26,1434,39516,56,2583.8,5.38
2026-02-05,Google Ads,Shopping,Generic Search,503.76,946,27846,33,2418.05,4.8
2026-02-05,Google Ads,Performance Max,Shopping Best Sellers,576.27,1471,43594,64,2235.93,3.88
2026-02-05,Meta Ads,Prospecting,Lookalike Prospecting,405.23,946,26821,33,1207.59,2.98
2026-02-05,Meta Ads,Retargeting,Cart Retargeting,425.05,696,34553,31,1364.41,3.21
2026-02-05,Meta Ads,Advantage+,Advantage Shopping,560.18,740,37749,37,1484.48,2.65
2026-02-05,Microsoft Ads,Search,Bing Brand,179.15,232,8732,11,1119.69,6.25
2026-02-05,Microsoft Ads,Shopping,Bing Generic,181.83,253,12408,12,818.24,4.5
2026-02-06,Google Ads,Search,Brand Search,546.24,1062,35558,29,2895.07,5.3
2026-02-06,Google Ads,Shopping,Generic Search,569.29,1201,42439,74,2658.58,4.67
2026-02-06,Google Ads,Performance Max,Shopping Best Sellers,706.86,839,31129,23,3103.12,4.39
2026-02-06,Meta Ads,Prospecting,Lookalike Prospecting,463.79,884,20920,23,1562.97,3.37
2026-02-06,Meta Ads,Retargeting,Cart Retargeting,450.65,1497,34458,81,1455.6,3.23
2026-02-06,Meta Ads,Advantage+,Advantage Shopping,514.44,1237,30461,81,1754.24,3.41
2026-02-06,Microsoft Ads,Search,Bing Brand,172.38,396,12374,22,1110.13,6.44
2026-02-06,Microsoft Ads,Shopping,Bing Generic,197.95,416,13100,24,882.86,4.46
2026-02-07,Google Ads,Search,Brand Search,381.11,422,16397,23,1764.54,4.63
2026-02-07,Google Ads,Shopping,Generic Search,491.65,950,38866,39,2133.76,4.34
2026-02-07,Google Ads,Performance Max,Shopping Best Sellers,511.72,799,38188,49,2471.61,4.83
2026-02-07,Meta Ads,Prospecting,Lookalike Prospecting,328.2,494,26837,17,1056.8,3.22
2026-02-07,Meta Ads,Retargeting,Cart Retargeting,340.63,852,23470,23,889.04,2.61
2026-02-07,Meta Ads,Advantage+,Advantage Shopping,478.28,594,25131,38,1396.58,2.92
2026-02-07,Microsoft Ads,Search,Bing Brand,129.59,280,7130,16,794.39,6.13
2026-02-07,Microsoft Ads,Shopping,Bing Generic,164.91,314,11917,12,829.5,5.03
2026-02-08,Google Ads,Search,Brand Search,371.87,499,19318,14,2089.91,5.62
2026-02-08,Google Ads,Shopping,Generic Search,556.41,1583,46194,70,2648.51,4.76
2026-02-08,Google Ads,Performance Max,Shopping Best Sellers,552.58,1653,46622,100,2691.06,4.87
2026-02-08,Meta Ads,Prospecting,Lookalike Prospecting,318.55,431,15518,25,933.35,2.93
2026-02-08,Meta Ads,Retargeting,Cart Retargeting,388.64,786,21582,48,1278.63,3.29
2026-02-08,Meta Ads,Advantage+,Advantage Shopping,504.92,1403,43196,44,1540.01,3.05
2026-02-08,Microsoft Ads,Search,Bing Brand,139.12,415,9892,26,781.85,5.62
2026-02-08,Microsoft Ads,Shopping,Bing Generic,152.79,193,7727,11,796.04,5.21
2026-02-09,Google Ads,Search,Brand Search,519.3,991,26208,57,3084.64,5.94
2026-02-09,Google Ads,Shopping,Generic Search,593.7,1284,48165,87,2541.04,4.28
2026-02-09,Google Ads,Performance Max,Shopping Best Sellers,559.93,1005,47758,70,2704.46,4.83
2026-02-09,Meta Ads,Prospecting,Lookalike Prospecting,402.26,649,27836,43,1118.28,2.78
2026-02-09,Meta Ads,Retargeting,Cart Retargeting,477.24,899,28219,37,1541.49,3.23
2026-02-09,Meta Ads,Advantage+,Advantage Shopping,493.12,653,31746,45,1484.29,3.01
2026-02-09,Microsoft Ads,Search,Bing Brand,179.77,413,14947,18,1206.26,6.71
2026-02-09,Microsoft Ads,Shopping,Bing Generic,214.64,258,10424,17,970.17,4.52
2026-02-10,Google Ads,Search,Brand Search,517.37,672,25278,28,2716.19,5.25
2026-02-10,Google Ads,Shopping,Generic Search,647.26,1656,46251,61,2783.22,4.3
2026-02-10,Google Ads,Performance Max,Shopping Best Sellers,733.59,1599,51994,52,3565.25,4.86
2026-02-10,Meta Ads,Prospecting,Lookalike Prospecting,444.84,1016,33102,67,1209.96,2.72
2026-02-10,Meta Ads,Retargeting,Cart Retargeting,477.49,402,21317,25,1489.77,3.12
2026-02-10,Meta Ads,Advantage+,Advantage Shopping,612.14,1343,46765,84,1922.12,3.14
2026-02-10,Microsoft Ads,Search,Bing Brand,166.55,220,7064,9,1079.24,6.48
2026-02-10,Microsoft Ads,Shopping,Bing Generic,219.17,467,15286,22,1124.34,5.13
2026-02-11,Google Ads,Search,Brand Search,426.47,576,18139,22,2324.26,5.45
2026-02-11,Google Ads,Shopping,Generic Search,676.68,1889,53182,116,2517.25,3.72
2026-02-11,Google Ads,Performance Max,Shopping Best Sellers,755.09,765,34986,26,2891.99,3.83
2026-02-11,Meta Ads,Prospecting,Lookalike Prospecting,411.41,629,22228,26,1341.2,3.26
2026-02-11,Meta Ads,Retargeting,Cart Retargeting,458.63,948,39699,53,1398.82,3.05
2026-02-11,Meta Ads,Advantage+,Advantage Shopping,597.62,1819,48180,53,1870.55,3.13
2026-02-11,Microsoft Ads,Search,Bing Brand,175.81,143,7828,5,1093.54,6.22
2026-02-11,Microsoft Ads,Shopping,Bing Generic,211.96,536,16384,34,1019.53,4.81
2026-02-12,Google Ads,Search,Brand Search,442.43,457,19429,29,2397.97,5.42
2026-02-12,Google Ads,Shopping,Generic Search,662.16,582,29198,39,2827.42,4.27
2026-02-12,Google Ads,Performance Max,Shopping Best Sellers,755.56,1385,32852,54,3309.35,4.38
2026-02-12,Meta Ads,Prospecting,Lookalike Prospecting,469.88,1302,35641,56,1442.53,3.07
2026-02-12,Meta Ads,Retargeting,Cart Retargeting,410.31,860,21673,37,1116.04,2.72
2026-02-12,Meta Ads,Advantage+,Advantage Shopping,608.17,1000,46222,69,1739.37,2.86
2026-02-12,Microsoft Ads,Search,Bing Brand,196.7,328,16886,15,1205.77,6.13
2026-02-12,Microsoft Ads,Shopping,Bing Generic,235.79,774,18063,33,1103.5,4.68
2026-02-13,Google Ads,Search,Brand Search,554.7,1319,30120,62,2590.45,4.67
2026-02-13,Google Ads,Shopping,Generic Search,563.92,1236,34643,68,2723.73,4.83
2026-02-13,Google Ads,Performance Max,Shopping Best Sellers,583.2,1660,45439,48,2589.41,4.44
2026-02-13,Meta Ads,Prospecting,Lookalike Prospecting,365.41,959,25771,38,1162.0,3.18
2026-02-13,Meta Ads,Retargeting,Cart Retargeting,416.28,636,23258,24,1074.0,2.58
2026-02-13,Meta Ads,Advantage+,Advantage Shopping,477.91,964,29725,42,1309.47,2.74
2026-02-13,Microsoft Ads,Search,Bing Brand,156.26,242,7217,10,917.25,5.87
2026-02-13,Microsoft Ads,Shopping,Bing Generic,205.65,247,12226,16,948.05,4.61
2026-02-14,Google Ads,Search,Brand Search,484.6,736,32826,31,2951.21,6.09
2026-02-14,Google Ads,Shopping,Generic Search,439.76,555,28228,25,1785.43,4.06
2026-02-14,Google Ads,Performance Max,Shopping Best Sellers,551.19,615,25058,22,2359.09,4.28
2026-02-14,Meta Ads,Prospecting,Lookalike Prospecting,359.39,379,18257,15,1106.92,3.08
2026-02-14,Meta Ads,Retargeting,Cart Retargeting,458.07,1246,32023,50,1310.08,2.86
2026-02-14,Meta Ads,Advantage+,Advantage Shopping,431.42,1508,34806,47,1406.43,3.26
2026-02-14,Microsoft Ads,Search,Bing Brand,146.02,195,7453,13,1006.08,6.89
2026-02-14,Microsoft Ads,Shopping,Bing Generic,206.48,465,15129,24,951.87,4.61
2026-02-15,Google Ads,Search,Brand Search,394.99,878,31102,26,2050.0,5.19
2026-02-15,Google Ads,Shopping,Generic Search,509.14,1211,33885,60,2245.31,4.41
2026-02-15,Google Ads,Performance Max,Shopping Best Sellers,649.69,1411,47997,54,2761.18,4.25
2026-02-15,Meta Ads,Prospecting,Lookalike Prospecting,368.16,820,28645,39,1203.88,3.27
2026-02-15,Meta Ads,Retargeting,Cart Retargeting,419.08,1099,30023,66,1165.04,2.78
2026-02-15,Meta Ads,Advantage+,Advantage Shopping,394.78,713,25094,34,1346.2,3.41
2026-02-15,Microsoft Ads,Search,Bing Brand,176.36,452,11722,19,1137.52,6.45
2026-02-15,Microsoft Ads,Shopping,Bing Generic,202.98,290,14354,17,1004.75,4.95
2026-02-16,Google Ads,Search,Brand Search,541.38,737,38500,51,2793.52,5.16
2026-02-16,Google Ads,Shopping,Generic Search,631.31,2065,47898,92,2638.88,4.18
2026-02-16,Google Ads,Performance Max,Shopping Best Sellers,572.97,1172,37232,60,2297.61,4.01
2026-02-16,Meta Ads,Prospecting,Lookalike Prospecting,425.17,965,25341,50,1254.25,2.95
2026-02-16,Meta Ads,Retargeting,Cart Retargeting,481.3,430,20747,19,1381.33,2.87
2026-02-16,Meta Ads,Advantage+,Advantage Shopping,628.14,1149,52971,45,1683.42,2.68
2026-02-16,Microsoft Ads,Search,Bing Brand,183.45,355,11692,16,1030.99,5.62
2026-02-16,Microsoft Ads,Shopping,Bing Generic,229.3,497,12729,15,1066.25,4.65
2026-02-17,Google Ads,Search,Brand Search,574.93,928,41666,64,3219.61,5.6
2026-02-17,Google Ads,Shopping,Generic Search,550.29,882,27078,60,2151.63,3.91
2026-02-17,Google Ads,Performance Max,Shopping Best Sellers,623.19,1086,31347,48,2611.17,4.19
2026-02-17,Meta Ads,Prospecting,Lookalike Prospecting,353.82,601,18002,26,1096.84,3.1
2026-02-17,Meta Ads,Retargeting,Cart Retargeting,514.5,1523,39027,42,1414.88,2.75
2026-02-17,Meta Ads,Advantage+,Advantage Shopping,479.15,640,24155,29,1585.99,3.31
2026-02-17,Microsoft Ads,Search,Bing Brand,172.54,393,11344,20,1164.64,6.75
2026-02-17,Microsoft Ads,Shopping,Bing Generic,224.16,517,12924,27,1125.28,5.02
2026-02-18,Google Ads,Search,Brand Search,570.97,1074,31623,31,3248.82,5.69
2026-02-18,Google Ads,Shopping,Generic Search,530.98,674,29598,38,2038.96,3.84
2026-02-18,Google Ads,Performance Max,Shopping Best Sellers,686.34,926,33084,31,2882.63,4.2
2026-02-18,Meta Ads,Prospecting,Lookalike Prospecting,436.11,1363,30980,68,1378.11,3.16
2026-02-18,Meta Ads,Retargeting,Cart Retargeting,482.88,806,27117,22,1303.78,2.7
2026-02-18,Meta Ads,Advantage+,Advantage Shopping,526.13,993,25330,68,1362.68,2.59
2026-02-18,Microsoft Ads,Search,Bing Brand,187.7,394,13667,25,1148.72,6.12
2026-02-18,Microsoft Ads,Shopping,Bing Generic,216.4,355,9389,14,937.01,4.33
2026-02-19,Google Ads,Search,Brand Search,483.09,716,23946,42,2623.18,5.43
2026-02-19,Google Ads,Shopping,Generic Search,654.77,647,30836,39,2854.8,4.36
2026-02-19,Google Ads,Performance Max,Shopping Best Sellers,757.23,1142,59834,65,3134.93,4.14
2026-02-19,Meta Ads,Prospecting,Lookalike Prospecting,425.59,785,19836,46,1451.26,3.41
2026-02-19,Meta Ads,Retargeting,Cart Retargeting,454.62,766,28295,47,1554.8,3.42
2026-02-19,Meta Ads,Advantage+,Advantage Shopping,542.03,1007,41684,62,1848.32,3.41
2026-02-19,Microsoft Ads,Search,Bing Brand,193.28,493,14300,16,1134.55,5.87
2026-02-19,Microsoft Ads,Shopping,Bing Generic,192.75,193,9890,8,867.38,4.5
2026-02-20,Google Ads,Search,Brand Search,485.71,997,27474,38,2637.41,5.43
2026-02-20,Google Ads,Shopping,Generic Search,560.32,1725,48382,51,2650.31,4.73
2026-02-20,Google Ads,Performance Max,Shopping Best Sellers,790.45,2886,65880,185,3667.69,4.64
2026-02-20,Meta Ads,Prospecting,Lookalike Prospecting,370.51,720,19724,45,1226.39,3.31
2026-02-20,Meta Ads,Retargeting,Cart Retargeting,528.49,1117,33837,41,1664.74,3.15
2026-02-20,Meta Ads,Advantage+,Advantage Shopping,539.39,1555,38034,45,1596.59,2.96
2026-02-20,Microsoft Ads,Search,Bing Brand,189.55,440,15948,30,1088.02,5.74
2026-02-20,Microsoft Ads,Shopping,Bing Generic,206.53,588,15869,34,871.56,4.22
2026-02-21,Google Ads,Search,Brand Search,433.32,495,25185,24,2435.26,5.62
2026-02-21,Google Ads,Shopping,Generic Search,463.06,596,23863,37,1954.11,4.22
2026-02-21,Google Ads,Performance Max,Shopping Best Sellers,548.83,1134,37033,46,2409.36,4.39
2026-02-21,Meta Ads,Prospecting,Lookalike Prospecting,374.43,668,17404,31,981.01,2.62
2026-02-21,Meta Ads,Retargeting,Cart Retargeting,360.74,402,22315,27,1190.44,3.3
2026-02-21,Meta Ads,Advantage+,Advantage Shopping,421.9,706,20224,23,1333.2,3.16
2026-02-21,Microsoft Ads,Search,Bing Brand,180.54,316,12901,13,1036.3,5.74
2026-02-21,Microsoft Ads,Shopping,Bing Generic,207.56,322,12419,18,921.57,4.44
2026-02-22,Google Ads,Search,Brand Search,403.08,535,29693,25,2261.28,5.61
2026-02-22,Google Ads,Shopping,Generic Search,450.63,597,32715,34,1789.0,3.97
2026-02-22,Google Ads,Performance Max,Shopping Best Sellers,639.66,836,39022,24,3127.94,4.89
2026-02-22,Meta Ads,Prospecting,Lookalike Prospecting,341.61,416,15922,27,1089.74,3.19
2026-02-22,Meta Ads,Retargeting,Cart Retargeting,363.59,592,27594,41,1174.4,3.23
2026-02-22,Meta Ads,Advantage+,Advantage Shopping,414.35,613,17561,27,1255.48,3.03
2026-02-22,Microsoft Ads,Search,Bing Brand,170.41,239,8318,13,1080.4,6.34
2026-02-22,Microsoft Ads,Shopping,Bing Generic,205.64,359,9567,18,890.42,4.33
2026-02-23,Google Ads,Search,Brand Search,507.75,617,28512,23,3082.04,6.07
2026-02-23,Google Ads,Shopping,Generic Search,529.9,1236,36563,74,2310.36,4.36
2026-02-23,Google Ads,Performance Max,Shopping Best Sellers,737.47,1365,52824,66,3480.86,4.72
2026-02-23,Meta Ads,Prospecting,Lookalike Prospecting,426.08,458,23562,30,1367.72,3.21
2026-02-23,Meta Ads,Retargeting,Cart Retargeting,564.0,823,26549,43,1692.0,3.0
2026-02-23,Meta Ads,Advantage+,Advantage Shopping,565.01,2064,48822,64,1921.03,3.4
2026-02-23,Microsoft Ads,Search,Bing Brand,212.41,444,12414,26,1325.44,6.24
2026-02-23,Microsoft Ads,Shopping,Bing Generic,252.81,214,10808,8,1332.31,5.27
2026-02-24,Google Ads,Search,Brand Search,451.07,1090,34966,58,2124.54,4.71
2026-02-24,Google Ads,Shopping,Generic Search,613.32,909,45129,45,2575.94,4.2
2026-02-24,Google Ads,Performance Max,Shopping Best Sellers,723.16,1266,40458,43,2914.33,4.03
2026-02-24,Meta Ads,Prospecting,Lookalike Prospecting,468.11,962,27891,60,1418.37,3.03
2026-02-24,Meta Ads,Retargeting,Cart Retargeting,522.51,1419,38373,90,1379.43,2.64
2026-02-24,Meta Ads,Advantage+,Advantage Shopping,482.22,884,29681,46,1277.88,2.65
2026-02-24,Microsoft Ads,Search,Bing Brand,179.36,285,13511,16,1173.01,6.54
2026-02-24,Microsoft Ads,Shopping,Bing Generic,235.68,632,20006,38,1046.42,4.44
2026-02-25,Google Ads,Search,Brand Search,568.06,1038,27103,39,2766.45,4.87
2026-02-25,Google Ads,Shopping,Generic Search,691.03,1167,29936,43,3199.47,4.63
2026-02-25,Google Ads,Performance Max,Shopping Best Sellers,601.79,818,40891,37,2744.16,4.56
2026-02-25,Meta Ads,Prospecting,Lookalike Prospecting,408.28,760,27563,28,1224.84,3.0
2026-02-25,Meta Ads,Retargeting,Cart Retargeting,432.46,772,32229,37,1323.33,3.06
2026-02-25,Meta Ads,Advantage+,Advantage Shopping,481.2,772,25506,33,1587.96,3.3
2026-02-25,Microsoft Ads,Search,Bing Brand,170.14,444,13711,29,1167.16,6.86
2026-02-25,Microsoft Ads,Shopping,Bing Generic,239.18,389,13509,22,1145.67,4.79
2026-02-26,Google Ads,Search,Brand Search,493.23,900,28990,59,2337.91,4.74
2026-02-26,Google Ads,Shopping,Generic Search,553.55,2042,47696,57,2585.08,4.67
2026-02-26,Google Ads,Performance Max,Shopping Best Sellers,693.68,1471,55507,73,2802.47,4.04
2026-02-26,Meta Ads,Prospecting,Lookalike Prospecting,361.2,630,24335,33,993.3,2.75
2026-02-26,Meta Ads,Retargeting,Cart Retargeting,491.17,1201,31534,41,1512.8,3.08
2026-02-26,Meta Ads,Advantage+,Advantage Shopping,637.52,614,33808,27,2052.81,3.22
2026-02-26,Microsoft Ads,Search,Bing Brand,175.76,572,14022,39,1029.95,5.86
2026-02-26,Microsoft Ads,Shopping,Bing Generic,187.21,554,15015,16,958.52,5.12
2026-02-27,Google Ads,Search,Brand Search,538.86,676,34563,47,2683.52,4.98
2026-02-27,Google Ads,Shopping,Generic Search,660.59,2279,55131,110,2516.85,3.81
2026-02-27,Google Ads,Performance Max,Shopping Best Sellers,748.82,1299,64290,38,3107.6,4.15
2026-02-27,Meta Ads,Prospecting,Lookalike Prospecting,379.55,564,17219,25,1241.13,3.27
2026-02-27,Meta Ads,Retargeting,Cart Retargeting,572.42,806,30764,49,1591.33,2.78
2026-02-27,Meta Ads,Advantage+,Advantage Shopping,603.2,852,33968,24,1930.24,3.2
2026-02-27,Microsoft Ads,Search,Bing Brand,174.41,263,11914,9,1152.85,6.61
2026-02-27,Microsoft Ads,Shopping,Bing Generic,220.99,629,14611,22,1054.12,4.77
2026-02-28,Google Ads,Search,Brand Search,421.14,441,19960,25,2114.12,5.02
2026-02-28,Google Ads,Shopping,Generic Search,574.35,1000,25165,40,2607.55,4.54
2026-02-28,Google Ads,Performance Max,Shopping Best Sellers,514.05,935,29819,52,2056.2,4.0
2026-02-28,Meta Ads,Prospecting,Lookalike Prospecting,333.68,413,14481,19,1137.85,3.41
2026-02-28,Meta Ads,Retargeting,Cart Retargeting,452.18,1105,28393,35,1261.58,2.79
2026-02-28,Meta Ads,Advantage+,Advantage Shopping,402.01,742,34660,46,1318.59,3.28
2026-02-28,Microsoft Ads,Search,Bing Brand,155.39,366,11034,13,986.73,6.35
2026-02-28,Microsoft Ads,Shopping,Bing Generic,206.59,385,9276,17,875.94,4.24
2026-03-01,Google Ads,Search,Brand Search,396.51,837,31452,23,2371.13,5.98
2026-03-01,Google Ads,Shopping,Generic Search,515.03,1375,34932,59,2008.62,3.9
2026-03-01,Google Ads,Performance Max,Shopping Best Sellers,503.82,591,25078,20,2277.27,4.52
2026-03-01,Meta Ads,Prospecting,Lookalike Prospecting,336.93,500,14676,18,1118.61,3.32
2026-03-01,Meta Ads,Retargeting,Cart Retargeting,392.58,513,26217,19,1150.26,2.93
2026-03-01,Meta Ads,Advantage+,Advantage Shopping,422.33,1094,34551,58,1161.41,2.75
2026-03-01,Microsoft Ads,Search,Bing Brand,178.2,591,15418,24,1181.47,6.63
2026-03-01,Microsoft Ads,Shopping,Bing Generic,191.02,493,15868,21,932.18,4.88
2026-03-02,Google Ads,Search,Brand Search,483.25,1035,25059,62,2464.57,5.1
2026-03-02,Google Ads,Shopping,Generic Search,535.92,1338,35277,94,2620.65,4.89
2026-03-02,Google Ads,Performance Max,Shopping Best Sellers,817.37,1458,58490,90,3122.35,3.82
2026-03-02,Meta Ads,Prospecting,Lookalike Prospecting,491.63,1012,42692,64,1292.99,2.63
2026-03-02,Meta Ads,Retargeting,Cart Retargeting,550.56,1756,43915,58,1585.61,2.88
2026-03-02,Meta Ads,Advantage+,Advantage Shopping,588.65,1804,43203,47,1919.0,3.26
2026-03-02,Microsoft Ads,Search,Bing Brand,206.9,455,13937,15,1425.54,6.89
2026-03-02,Microsoft Ads,Shopping,Bing Generic,260.55,435,16714,20,1412.18,5.42
2026-03-03,Google Ads,Search,Brand Search,469.13,771,24323,19,2331.58,4.97
2026-03-03,Google Ads,Shopping,Generic Search,709.5,1244,33965,83,2795.43,3.94
2026-03-03,Google Ads,Performance Max,Shopping Best Sellers,790.12,1129,33964,75,3231.59,4.09
