date,channel,campaign_type,campaign_name,spend,clicks,impressions,conversions,revenue,roas
2025-11-02,Google Ads,Search,Brand Search,448.65,961,23265,58,2288.12,5.1
2025-11-02,Google Ads,Shopping,Generic Search,497.55,1242,32751,87,2433.02,4.89
2025-11-02,Meta Ads,Advantage+,Advantage Shopping,546.5,1675,40110,44,1781.61,3.26
2025-11-02,Meta Ads,Prospecting,Lookalike Prospecting,456.43,940,39635,59,1200.42,2.63
2025-11-02,Meta Ads,Retargeting,Cart Retargeting,511.14,1630,40771,54,1472.09,2.88
2025-11-02,Microsoft Ads,Search,Bing Brand,192.09,422,12939,14,1323.48,6.89
2025-11-02,Microsoft Ads,Shopping,Bing Generic,241.9,404,15517,19,1311.07,5.42
2025-11-03,Google Ads,Performance Max,Shopping Best Sellers,734.08,1049,31555,70,3002.39,4.09
2025-11-03,Google Ads,Search,Brand Search,435.86,716,22598,18,2166.21,4.97
2025-11-03,Google Ads,Shopping,Generic Search,659.18,1156,31556,77,2597.17,3.94
2025-11-03,Meta Ads,Advantage+,Advantage Shopping,474.28,1582,36820,85,1603.08,3.38
2025-11-03,Meta Ads,Prospecting,Lookalike Prospecting,439.56,1525,35486,64,1446.16,3.29
2025-11-03,Meta Ads,Retargeting,Cart Retargeting,534.61,643,24884,20,1555.71,2.91
2025-11-03,Microsoft Ads,Search,Bing Brand,162.25,501,11878,31,1124.42,6.93
2025-11-03,Microsoft Ads,Shopping,Bing Generic,191.36,248,9547,14,960.64,5.02
2025-11-04,Google Ads,Performance Max,Shopping Best Sellers,762.81,2179,51451,68,3020.73,3.96
2025-11-04,Google Ads,Search,Brand Search,443.35,1602,37550,68,2535.96,5.72
2025-11-04,Google Ads,Shopping,Generic Search,675.74,988,29366,66,3284.1,4.86
2025-11-04,Meta Ads,Advantage+,Advantage Shopping,494.36,549,22271,17,1379.25,2.79
2025-11-04,Meta Ads,Prospecting,Lookalike Prospecting,437.33,843,37701,55,1215.79,2.78
2025-11-04,Meta Ads,Retargeting,Cart Retargeting,408.15,1185,28881,54,1297.92,3.18
2025-11-04,Microsoft Ads,Search,Bing Brand,152.77,495,11453,32,905.91,5.93
2025-11-04,Microsoft Ads,Shopping,Bing Generic,210.23,289,13995,13,994.37,4.73
2025-11-05,Google Ads,Performance Max,Shopping Best Sellers,595.53,1438,44629,94,2471.47,4.15
2025-11-05,Google Ads,Search,Brand Search,563.95,915,41125,26,3158.1,5.6
2025-11-05,Google Ads,Shopping,Generic Search,650.24,1566,36636,45,2633.48,4.05
2025-11-05,Meta Ads,Advantage+,Advantage Shopping,485.82,1311,35646,76,1331.14,2.74
2025-11-05,Meta Ads,Prospecting,Lookalike Prospecting,353.91,753,24638,20,1090.05,3.08
2025-11-05,Meta Ads,Retargeting,Cart Retargeting,538.4,975,44170,29,1464.44,2.72
2025-11-05,Microsoft Ads,Search,Bing Brand,168.69,171,8888,8,969.99,5.75
2025-11-05,Microsoft Ads,Shopping,Bing Generic,234.41,397,13651,15,1036.09,4.42
2025-11-06,Google Ads,Performance Max,Shopping Best Sellers,665.75,987,30692,33,2989.22,4.49
2025-11-06,Google Ads,Search,Brand Search,533.1,507,27180,17,2948.02,5.53
2025-11-06,Google Ads,Shopping,Generic Search,548.31,1141,43848,49,2083.58,3.8
2025-11-06,Meta Ads,Advantage+,Advantage Shopping,466.83,1340,30981,69,1339.8,2.87
2025-11-06,Meta Ads,Prospecting,Lookalike Prospecting,458.64,708,28463,33,1325.47,2.89
2025-11-06,Meta Ads,Retargeting,Cart Retargeting,431.77,726,19331,40,1213.26,2.81
2025-11-06,Microsoft Ads,Search,Bing Brand,186.15,424,14674,20,1249.09,6.71
2025-11-06,Microsoft Ads,Shopping,Bing Generic,237.04,588,19360,17,1154.37,4.87
2025-11-07,Google Ads,Performance Max,Shopping Best Sellers,648.87,1083,50859,48,3160.01,4.87
2025-11-07,Google Ads,Search,Brand Search,481.12,1287,31077,78,2742.37,5.7
2025-11-07,Google Ads,Shopping,Generic Search,522.05,933,24751,31,2317.9,4.44
2025-11-07,Meta Ads,Advantage+,Advantage Shopping,437.69,713,23822,46,1247.41,2.85
2025-11-07,Meta Ads,Prospecting,Lookalike Prospecting,396.96,1183,34486,74,1171.03,2.95
2025-11-07,Meta Ads,Retargeting,Cart Retargeting,367.11,603,30520,25,1229.81,3.35
2025-11-07,Microsoft Ads,Search,Bing Brand,168.02,319,11008,14,1065.22,6.34
2025-11-07,Microsoft Ads,Shopping,Bing Generic,158.31,512,12051,34,794.7,5.02
2025-11-08,Google Ads,Performance Max,Shopping Best Sellers,523.13,1308,36300,35,2024.53,3.87
2025-11-08,Google Ads,Search,Brand Search,436.18,765,23935,31,2080.56,4.77
2025-11-08,Google Ads,Shopping,Generic Search,481.49,1041,30744,28,2003.01,4.16
2025-11-08,Meta Ads,Advantage+,Advantage Shopping,452.83,853,21020,26,1430.94,3.16
2025-11-08,Meta Ads,Prospecting,Lookalike Prospecting,387.39,763,20412,50,1107.94,2.86
2025-11-08,Meta Ads,Retargeting,Cart Retargeting,449.98,918,35450,35,1169.94,2.6
2025-11-08,Microsoft Ads,Search,Bing Brand,177.84,352,14079,16,1072.4,6.03
2025-11-08,Microsoft Ads,Shopping,Bing Generic,187.31,380,9649,22,837.26,4.47
2025-11-09,Google Ads,Performance Max,Shopping Best Sellers,573.01,1811,45544,65,2251.94,3.93
2025-11-09,Google Ads,Search,Brand Search,554.36,1374,43765,44,3287.35,5.93
2025-11-09,Google Ads,Shopping,Generic Search,557.43,1076,26815,69,2402.52,4.31
2025-11-09,Meta Ads,Advantage+,Advantage Shopping,559.88,1512,45447,62,1528.48,2.73
2025-11-09,Meta Ads,Prospecting,Lookalike Prospecting,406.58,753,29969,47,1362.06,3.35
2025-11-09,Meta Ads,Retargeting,Cart Retargeting,478.71,428,22774,18,1488.79,3.11
2025-11-09,Microsoft Ads,Search,Bing Brand,164.94,449,12486,17,1121.57,6.8
2025-11-09,Microsoft Ads,Shopping,Bing Generic,206.47,603,13988,38,916.72,4.44
2025-11-10,Google Ads,Performance Max,Shopping Best Sellers,698.8,1452,37286,56,2592.53,3.71
2025-11-10,Google Ads,Search,Brand Search,537.72,834,29096,21,3032.73,5.64
2025-11-10,Google Ads,Shopping,Generic Search,648.59,1147,27500,62,2996.47,4.62
2025-11-10,Meta Ads,Advantage+,Advantage Shopping,475.88,1364,34171,57,1432.41,3.01
2025-11-10,Meta Ads,Prospecting,Lookalike Prospecting,475.47,807,29038,33,1483.47,3.12
2025-11-10,Meta Ads,Retargeting,Cart Retargeting,441.42,1262,31991,54,1311.01,2.97
2025-11-10,Microsoft Ads,Search,Bing Brand,194.17,224,10763,7,1225.21,6.31
2025-11-10,Microsoft Ads,Shopping,Bing Generic,248.52,498,20072,28,1264.95,5.09
2025-11-11,Google Ads,Performance Max,Shopping Best Sellers,727.12,1563,63177,68,3264.76,4.49
2025-11-11,Google Ads,Search,Brand Search,579.81,1071,28263,70,2939.63,5.07
2025-11-11,Google Ads,Shopping,Generic Search,655.44,1590,45226,89,3054.33,4.66
2025-11-11,Meta Ads,Advantage+,Advantage Shopping,577.08,1841,46192,119,1737.02,3.01
2025-11-11,Meta Ads,Prospecting,Lookalike Prospecting,400.12,972,29554,33,1044.33,2.61
2025-11-11,Meta Ads,Retargeting,Cart Retargeting,515.85,1309,34076,86,1428.89,2.77
2025-11-11,Microsoft Ads,Search,Bing Brand,167.03,197,7977,12,906.99,5.43
2025-11-11,Microsoft Ads,Shopping,Bing Generic,233.75,453,16968,13,1044.88,4.47
2025-11-12,Google Ads,Performance Max,Shopping Best Sellers,699.36,1300,31615,62,3377.92,4.83
2025-11-12,Google Ads,Search,Brand Search,492.8,1059,27508,42,2828.68,5.74
2025-11-12,Google Ads,Shopping,Generic Search,553.05,1343,44413,86,2239.86,4.05
2025-11-12,Meta Ads,Advantage+,Advantage Shopping,541.25,1536,40164,72,1542.57,2.85
2025-11-12,Meta Ads,Prospecting,Lookalike Prospecting,465.21,500,25784,32,1349.1,2.9
2025-11-12,Meta Ads,Retargeting,Cart Retargeting,426.49,845,25766,55,1172.85,2.75
2025-11-12,Microsoft Ads,Search,Bing Brand,194.42,249,13717,9,1082.93,5.57
2025-11-12,Microsoft Ads,Shopping,Bing Generic,234.36,550,17906,33,1042.91,4.45
2025-11-13,Google Ads,Performance Max,Shopping Best Sellers,644.37,1160,32590,62,3028.55,4.7
2025-11-13,Google Ads,Search,Brand Search,449.99,904,31727,62,2497.43,5.55
2025-11-13,Google Ads,Shopping,Generic Search,578.35,817,29480,21,2163.03,3.74
2025-11-13,Meta Ads,Advantage+,Advantage Shopping,590.52,1388,33780,97,1818.79,3.08
2025-11-13,Meta Ads,Prospecting,Lookalike Prospecting,383.98,472,22077,20,1213.37,3.16
2025-11-13,Meta Ads,Retargeting,Cart Retargeting,497.69,1013,39354,38,1353.73,2.72
2025-11-13,Microsoft Ads,Search,Bing Brand,177.75,237,10340,16,1210.51,6.81
2025-11-13,Microsoft Ads,Shopping,Bing Generic,245.98,474,12860,15,1173.34,4.77
2025-11-14,Google Ads,Performance Max,Shopping Best Sellers,665.27,879,47507,50,2993.71,4.5
2025-11-14,Google Ads,Search,Brand Search,468.36,640,23233,35,2580.65,5.51
2025-11-14,Google Ads,Shopping,Generic Search,430.27,734,23024,20,2043.78,4.75
2025-11-14,Meta Ads,Advantage+,Advantage Shopping,428.61,818,20647,24,1324.41,3.09
2025-11-14,Meta Ads,Prospecting,Lookalike Prospecting,341.64,690,22763,22,990.77,2.9
2025-11-14,Meta Ads,Retargeting,Cart Retargeting,432.25,846,24011,46,1344.28,3.11
2025-11-14,Microsoft Ads,Search,Bing Brand,168.36,165,7935,6,920.93,5.47
2025-11-14,Microsoft Ads,Shopping,Bing Generic,164.85,251,10804,14,753.35,4.57
2025-11-15,Google Ads,Performance Max,Shopping Best Sellers,607.22,875,27965,51,2356.02,3.88
2025-11-15,Google Ads,Search,Brand Search,408.4,615,26275,41,1911.3,4.68
2025-11-15,Google Ads,Shopping,Generic Search,479.09,1439,34601,90,1772.62,3.7
2025-11-15,Meta Ads,Advantage+,Advantage Shopping,508.84,783,38282,46,1445.1,2.84
2025-11-15,Meta Ads,Prospecting,Lookalike Prospecting,307.12,704,16094,27,856.87,2.79
2025-11-15,Meta Ads,Retargeting,Cart Retargeting,403.38,382,20113,15,1073.0,2.66
2025-11-15,Microsoft Ads,Search,Bing Brand,134.88,217,9692,9,907.76,6.73
2025-11-15,Microsoft Ads,Shopping,Bing Generic,179.28,298,14617,19,908.93,5.07
2025-11-16,Google Ads,Performance Max,Shopping Best Sellers,732.64,1369,61843,60,2762.05,3.77
2025-11-16,Google Ads,Search,Brand Search,469.89,1004,40084,42,2457.54,5.23
2025-11-16,Google Ads,Shopping,Generic Search,674.19,1859,48001,56,3141.71,4.66
2025-11-16,Meta Ads,Advantage+,Advantage Shopping,489.69,661,23055,18,1640.46,3.35
2025-11-16,Meta Ads,Prospecting,Lookalike Prospecting,433.51,714,31442,30,1408.93,3.25
2025-11-16,Meta Ads,Retargeting,Cart Retargeting,466.21,1350,33940,93,1212.14,2.6
2025-11-16,Microsoft Ads,Search,Bing Brand,174.44,458,12857,27,1013.52,5.81
2025-11-16,Microsoft Ads,Shopping,Bing Generic,224.26,683,19287,27,1119.06,4.99
2025-11-17,Google Ads,Performance Max,Shopping Best Sellers,799.27,1252,56711,79,3005.26,3.76
2025-11-17,Google Ads,Search,Brand Search,528.35,861,24455,31,3001.03,5.68
2025-11-17,Google Ads,Shopping,Generic Search,577.91,1365,34281,69,2606.38,4.51
2025-11-17,Meta Ads,Advantage+,Advantage Shopping,509.69,1180,39785,75,1513.79,2.97
2025-11-17,Meta Ads,Prospecting,Lookalike Prospecting,470.07,657,21326,23,1555.93,3.31
2025-11-17,Meta Ads,Retargeting,Cart Retargeting,563.38,1017,29308,44,1476.06,2.62
2025-11-17,Microsoft Ads,Search,Bing Brand,186.19,420,11987,12,1018.44,5.47
2025-11-17,Microsoft Ads,Shopping,Bing Generic,213.37,182,8963,9,1062.56,4.98
2025-11-18,Google Ads,Performance Max,Shopping Best Sellers,706.66,1569,44726,90,3137.57,4.44
2025-11-18,Google Ads,Search,Brand Search,546.0,828,35421,46,2773.68,5.08
2025-11-18,Google Ads,Shopping,Generic Search,697.5,737,30998,34,2887.63,4.14
2025-11-18,Meta Ads,Advantage+,Advantage Shopping,498.48,1361,37016,40,1345.89,2.7
2025-11-18,Meta Ads,Prospecting,Lookalike Prospecting,371.36,518,19303,32,1195.79,3.22
2025-11-18,Meta Ads,Retargeting,Cart Retargeting,564.09,1339,36942,37,1596.36,2.83
2025-11-18,Microsoft Ads,Search,Bing Brand,196.67,465,16493,22,1099.38,5.59
2025-11-18,Microsoft Ads,Shopping,Bing Generic,239.97,323,11243,22,1247.86,5.2
2025-11-19,Google Ads,Performance Max,Shopping Best Sellers,792.1,1576,50482,104,3730.79,4.71
2025-11-19,Google Ads,Search,Brand Search,584.39,1333,44850,72,3219.98,5.51
2025-11-19,Google Ads,Shopping,Generic Search,700.59,1435,45151,39,2704.27,3.86
2025-11-19,Meta Ads,Advantage+,Advantage Shopping,634.6,1484,34466,102,2043.42,3.22
2025-11-19,Meta Ads,Prospecting,Lookalike Prospecting,380.99,609,28526,25,1169.64,3.07
2025-11-19,Meta Ads,Retargeting,Cart Retargeting,508.32,921,32881,64,1687.62,3.32
2025-11-19,Microsoft Ads,Search,Bing Brand,187.59,412,11363,24,1031.75,5.5
2025-11-19,Microsoft Ads,Shopping,Bing Generic,206.56,609,16675,40,1069.96,5.18
2025-11-20,Google Ads,Performance Max,Shopping Best Sellers,740.51,949,34947,44,3028.67,4.09
2025-11-20,Google Ads,Search,Brand Search,551.31,988,38641,40,2712.46,4.92
2025-11-20,Google Ads,Shopping,Generic Search,646.83,1978,46089,94,3156.54,4.88
2025-11-20,Meta Ads,Advantage+,Advantage Shopping,497.86,952,25389,31,1563.27,3.14
2025-11-20,Meta Ads,Prospecting,Lookalike Prospecting,435.67,991,26483,62,1368.0,3.14
2025-11-20,Meta Ads,Retargeting,Cart Retargeting,459.99,1139,36051,30,1513.37,3.29
2025-11-20,Microsoft Ads,Search,Bing Brand,177.94,511,14195,20,1014.28,5.7
2025-11-20,Microsoft Ads,Shopping,Bing Generic,239.33,388,18819,24,1019.54,4.26
2025-11-21,Google Ads,Performance Max,Shopping Best Sellers,564.78,1268,48521,63,2739.19,4.85
2025-11-21,Google Ads,Search,Brand Search,478.5,1176,36083,42,2832.74,5.92
2025-11-21,Google Ads,Shopping,Generic Search,562.02,1089,30880,72,2619.03,4.66
2025-11-21,Meta Ads,Advantage+,Advantage Shopping,478.98,1587,36846,60,1480.06,3.09
2025-11-21,Meta Ads,Prospecting,Lookalike Prospecting,302.23,809,21133,52,843.22,2.79
2025-11-21,Meta Ads,Retargeting,Cart Retargeting,458.8,1178,33817,70,1537.0,3.35
2025-11-21,Microsoft Ads,Search,Bing Brand,143.92,164,7256,8,926.87,6.44
2025-11-21,Microsoft Ads,Shopping,Bing Generic,178.72,256,11983,13,857.85,4.8
2025-11-22,Google Ads,Performance Max,Shopping Best Sellers,585.63,1306,34034,52,2570.93,4.39
2025-11-22,Google Ads,Search,Brand Search,410.68,669,30364,22,2102.7,5.12
2025-11-22,Google Ads,Shopping,Generic Search,487.2,1391,40904,76,1831.87,3.76
2025-11-22,Meta Ads,Advantage+,Advantage Shopping,452.12,1091,34302,76,1247.84,2.76
2025-11-22,Meta Ads,Prospecting,Lookalike Prospecting,326.8,459,14729,20,892.18,2.73
2025-11-22,Meta Ads,Retargeting,Cart Retargeting,421.02,515,21873,21,1119.91,2.66
2025-11-22,Microsoft Ads,Search,Bing Brand,177.59,267,7529,12,1234.22,6.95
2025-11-22,Microsoft Ads,Shopping,Bing Generic,210.66,633,14736,35,1065.96,5.06
2025-11-23,Google Ads,Performance Max,Shopping Best Sellers,690.46,1309,56909,63,2589.24,3.75
2025-11-23,Google Ads,Search,Brand Search,502.54,1190,42478,58,3015.26,6.0
2025-11-23,Google Ads,Shopping,Generic Search,574.96,1260,45418,77,2759.8,4.8
2025-11-23,Meta Ads,Advantage+,Advantage Shopping,494.32,1579,36394,94,1497.8,3.03
2025-11-23,Meta Ads,Prospecting,Lookalike Prospecting,491.03,1336,41753,34,1335.59,2.72
2025-11-23,Meta Ads,Retargeting,Cart Retargeting,428.54,1333,32917,58,1345.6,3.14
2025-11-23,Microsoft Ads,Search,Bing Brand,201.53,336,15238,15,1386.52,6.88
2025-11-23,Microsoft Ads,Shopping,Bing Generic,211.12,363,9383,18,914.13,4.33
2025-11-24,Google Ads,Performance Max,Shopping Best Sellers,731.18,1810,49978,51,3370.75,4.61
2025-11-24,Google Ads,Search,Brand Search,547.27,824,29355,44,2719.92,4.97
2025-11-24,Google Ads,Shopping,Generic Search,606.2,1399,43827,75,2255.06,3.72
2025-11-24,Meta Ads,Advantage+,Advantage Shopping,573.59,1324,34183,66,1542.97,2.69
2025-11-24,Meta Ads,Prospecting,Lookalike Prospecting,489.5,979,37892,28,1306.96,2.67
2025-11-24,Meta Ads,Retargeting,Cart Retargeting,541.38,1138,32364,53,1597.08,2.95
2025-11-24,Microsoft Ads,Search,Bing Brand,221.41,671,16047,41,1219.99,5.51
2025-11-24,Microsoft Ads,Shopping,Bing Generic,240.12,659,20345,33,1135.76,4.73
2025-11-25,Google Ads,Performance Max,Shopping Best Sellers,739.25,865,36403,54,3193.58,4.32
2025-11-25,Google Ads,Search,Brand Search,471.2,1037,32442,70,2181.64,4.63
2025-11-25,Google Ads,Shopping,Generic Search,582.21,1297,48126,57,2678.18,4.6
2025-11-25,Meta Ads,Advantage+,Advantage Shopping,490.17,1122,36592,44,1303.85,2.66
2025-11-25,Meta Ads,Prospecting,Lookalike Prospecting,389.39,1219,30367,77,1063.04,2.73
2025-11-25,Meta Ads,Retargeting,Cart Retargeting,569.49,1154,35739,44,1947.66,3.42
2025-11-25,Microsoft Ads,Search,Bing Brand,170.46,270,7927,18,1089.25,6.39
2025-11-25,Microsoft Ads,Shopping,Bing Generic,211.18,382,14727,20,1020.0,4.83
2025-11-26,Google Ads,Performance Max,Shopping Best Sellers,625.15,1530,50953,63,2863.2,4.58
2025-11-26,Google Ads,Search,Brand Search,548.37,898,30837,23,2835.08,5.17
2025-11-26,Google Ads,Shopping,Generic Search,571.99,1264,43066,79,2265.1,3.96
2025-11-26,Meta Ads,Advantage+,Advantage Shopping,493.04,658,21121,17,1301.62,2.64
2025-11-26,Meta Ads,Prospecting,Lookalike Prospecting,405.74,684,20250,43,1233.43,3.04
2025-11-26,Meta Ads,Retargeting,Cart Retargeting,559.07,920,37032,60,1509.49,2.7
2025-11-26,Microsoft Ads,Search,Bing Brand,199.04,567,13645,28,1186.29,5.96
2025-11-26,Microsoft Ads,Shopping,Bing Generic,227.94,550,14416,23,1271.89,5.58
2025-11-27,Google Ads,Performance Max,Shopping Best Sellers,779.33,1209,38548,55,3460.21,4.44
2025-11-27,Google Ads,Search,Brand Search,490.73,940,36803,43,2836.44,5.78
2025-11-27,Google Ads,Shopping,Generic Search,626.14,1425,40446,90,2617.25,4.18
2025-11-27,Meta Ads,Advantage+,Advantage Shopping,547.82,1169,28106,48,1435.3,2.62
2025-11-27,Meta Ads,Prospecting,Lookalike Prospecting,389.18,1204,27894,70,1315.43,3.38
2025-11-27,Meta Ads,Retargeting,Cart Retargeting,500.05,795,25926,22,1440.16,2.88
2025-11-27,Microsoft Ads,Search,Bing Brand,192.54,370,8489,14,1164.86,6.05
2025-11-27,Microsoft Ads,Shopping,Bing Generic,240.05,756,19044,27,1183.42,4.93
2025-11-28,Google Ads,Performance Max,Shopping Best Sellers,568.14,1109,36310,58,2693.0,4.74
2025-11-28,Google Ads,Search,Brand Search,458.72,900,32760,49,2238.53,4.88
2025-11-28,Google Ads,Shopping,Generic Search,580.54,1423,34214,69,2507.91,4.32
2025-11-28,Meta Ads,Advantage+,Advantage Shopping,438.83,997,32654,46,1430.59,3.26
2025-11-28,Meta Ads,Prospecting,Lookalike Prospecting,364.56,360,18029,20,984.31,2.7
2025-11-28,Meta Ads,Retargeting,Cart Retargeting,383.33,819,22348,25,1050.32,2.74
2025-11-28,Microsoft Ads,Search,Bing Brand,148.21,218,11783,6,821.08,5.54
2025-11-28,Microsoft Ads,Shopping,Bing Generic,193.76,259,13627,13,860.31,4.44
2025-11-29,Google Ads,Performance Max,Shopping Best Sellers,518.37,1822,44930,60,2197.89,4.24
2025-11-29,Google Ads,Search,Brand Search,388.92,836,19486,44,1948.49,5.01
2025-11-29,Google Ads,Shopping,Generic Search,536.17,1404,39880,53,1994.54,3.72
2025-11-29,Meta Ads,Advantage+,Advantage Shopping,495.35,612,29397,21,1372.13,2.77
2025-11-29,Meta Ads,Prospecting,Lookalike Prospecting,403.8,1235,31398,41,1243.71,3.08
2025-11-29,Meta Ads,Retargeting,Cart Retargeting,444.92,893,33186,41,1245.77,2.8
2025-11-29,Microsoft Ads,Search,Bing Brand,182.54,243,11115,8,1118.99,6.13
2025-11-29,Microsoft Ads,Shopping,Bing Generic,188.29,316,8239,15,952.75,5.06
2025-11-30,Google Ads,Performance Max,Shopping Best Sellers,610.24,1241,31932,75,2648.45,4.34
2025-11-30,Google Ads,Search,Brand Search,475.79,767,22773,47,2545.48,5.35
2025-11-30,Google Ads,Shopping,Generic Search,708.22,1592,50436,66,3279.07,4.63
2025-11-30,Meta Ads,Advantage+,Advantage Shopping,535.76,742,32354,43,1778.73,3.32
2025-11-30,Meta Ads,Prospecting,Lookalike Prospecting,420.13,1197,31662,67,1289.81,3.07
2025-11-30,Meta Ads,Retargeting,Cart Retargeting,441.05,673,27994,43,1186.42,2.69
2025-11-30,Microsoft Ads,Search,Bing Brand,213.9,184,10118,10,1339.03,6.26
2025-11-30,Microsoft Ads,Shopping,Bing Generic,240.56,309,14025,17,1118.59,4.65
2025-12-01,Google Ads,Performance Max,Shopping Best Sellers,686.49,953,36672,39,2999.95,4.37
2025-12-01,Google Ads,Search,Brand Search,500.51,841,30561,31,2958.01,5.91
2025-12-01,Google Ads,Shopping,Generic Search,666.19,1549,40368,72,3071.15,4.61
2025-12-01,Meta Ads,Advantage+,Advantage Shopping,547.14,1461,40143,47,1663.3,3.04
2025-12-01,Meta Ads,Prospecting,Lookalike Prospecting,466.48,1319,37540,78,1492.73,3.2
2025-12-01,Meta Ads,Retargeting,Cart Retargeting,498.66,579,24574,25,1580.75,3.17
2025-12-01,Microsoft Ads,Search,Bing Brand,225.38,227,10390,15,1190.02,5.28
2025-12-01,Microsoft Ads,Shopping,Bing Generic,222.72,232,11577,7,957.69,4.3
2025-12-02,Google Ads,Performance Max,Shopping Best Sellers,649.28,1291,50758,34,2915.26,4.49
2025-12-02,Google Ads,Search,Brand Search,524.37,1152,36511,65,3198.66,6.1
2025-12-02,Google Ads,Shopping,Generic Search,650.84,1780,51359,80,3150.08,4.84
2025-12-02,Meta Ads,Advantage+,Advantage Shopping,551.04,1186,37677,69,1603.54,2.91
2025-12-02,Meta Ads,Prospecting,Lookalike Prospecting,452.62,531,23729,14,1362.39,3.01
2025-12-02,Meta Ads,Retargeting,Cart Retargeting,466.01,1005,22874,61,1202.31,2.58
2025-12-02,Microsoft Ads,Search,Bing Brand,169.49,368,9288,25,918.64,5.42
2025-12-02,Microsoft Ads,Shopping,Bing Generic,216.84,398,11806,13,1201.31,5.54
2025-12-03,Google Ads,Performance Max,Shopping Best Sellers,805.89,1972,54695,135,3771.56,4.68
2025-12-03,Google Ads,Search,Brand Search,620.72,954,33364,28,3407.76,5.49
2025-12-03,Google Ads,Shopping,Generic Search,545.95,1796,46196,122,2211.09,4.05
2025-12-03,Meta Ads,Advantage+,Advantage Shopping,604.23,1050,43783,41,2066.48,3.42
2025-12-03,Meta Ads,Prospecting,Lookalike Prospecting,448.47,1467,34122,67,1448.56,3.23
2025-12-03,Meta Ads,Retargeting,Cart Retargeting,503.11,458,21750,13,1544.54,3.07
2025-12-03,Microsoft Ads,Search,Bing Brand,225.77,380,9581,13,1388.48,6.15
2025-12-03,Microsoft Ads,Shopping,Bing Generic,198.66,313,15683,21,1021.1,5.14
2025-12-04,Google Ads,Performance Max,Shopping Best Sellers,806.78,1010,41246,53,3186.79,3.95
2025-12-04,Google Ads,Search,Brand Search,542.72,1116,44636,75,2794.99,5.15
2025-12-04,Google Ads,Shopping,Generic Search,670.95,1003,43246,58,3213.87,4.79
2025-12-04,Meta Ads,Advantage+,Advantage Shopping,603.07,2152,52070,138,1803.19,2.99
2025-12-04,Meta Ads,Prospecting,Lookalike Prospecting,392.0,1163,32696,64,1046.65,2.67
2025-12-04,Meta Ads,Retargeting,Cart Retargeting,529.17,671,35119,31,1703.93,3.22
2025-12-04,Microsoft Ads,Search,Bing Brand,196.88,414,16384,14,1370.28,6.96
2025-12-04,Microsoft Ads,Shopping,Bing Generic,234.5,557,18283,28,1005.99,4.29
2025-12-05,Google Ads,Performance Max,Shopping Best Sellers,621.02,1069,43207,53,2539.97,4.09
2025-12-05,Google Ads,Search,Brand Search,459.58,755,33497,52,2399.01,5.22
2025-12-05,Google Ads,Shopping,Generic Search,566.04,757,41329,26,2405.65,4.25
2025-12-05,Meta Ads,Advantage+,Advantage Shopping,437.68,712,29725,21,1177.36,2.69
2025-12-05,Meta Ads,Prospecting,Lookalike Prospecting,338.81,648,23577,30,1009.65,2.98
2025-12-05,Meta Ads,Retargeting,Cart Retargeting,389.06,919,22859,34,1233.31,3.17
2025-12-05,Microsoft Ads,Search,Bing Brand,153.62,263,9440,9,871.05,5.67
2025-12-05,Microsoft Ads,Shopping,Bing Generic,220.45,390,17251,18,974.39,4.42
2025-12-06,Google Ads,Performance Max,Shopping Best Sellers,521.14,1137,33063,51,2438.93,4.68
2025-12-06,Google Ads,Search,Brand Search,533.09,1278,34792,77,3145.21,5.9
2025-12-06,Google Ads,Shopping,Generic Search,499.2,956,33722,53,2181.52,4.37
2025-12-06,Meta Ads,Advantage+,Advantage Shopping,500.46,955,24950,39,1566.43,3.13
2025-12-06,Meta Ads,Prospecting,Lookalike Prospecting,351.04,996,23596,36,1011.01,2.88
2025-12-06,Meta Ads,Retargeting,Cart Retargeting,363.61,1268,29464,43,974.47,2.68
2025-12-06,Microsoft Ads,Search,Bing Brand,175.36,542,13178,23,1069.72,6.1
2025-12-06,Microsoft Ads,Shopping,Bing Generic,179.44,195,8706,12,911.54,5.08
2025-12-07,Google Ads,Performance Max,Shopping Best Sellers,758.65,1903,47052,79,3049.78,4.02
2025-12-07,Google Ads,Search,Brand Search,521.45,1416,35315,40,2904.47,5.57
2025-12-07,Google Ads,Shopping,Generic Search,568.62,818,31990,30,2257.41,3.97
2025-12-07,Meta Ads,Advantage+,Advantage Shopping,521.85,957,23416,48,1393.33,2.67
2025-12-07,Meta Ads,Prospecting,Lookalike Prospecting,455.44,629,27614,16,1543.95,3.39
2025-12-07,Meta Ads,Retargeting,Cart Retargeting,551.05,1683,46464,49,1730.28,3.14
2025-12-07,Microsoft Ads,Search,Bing Brand,168.53,260,12880,10,1002.76,5.95
2025-12-07,Microsoft Ads,Shopping,Bing Generic,204.84,437,16765,16,1046.72,5.11
2025-12-08,Google Ads,Performance Max,Shopping Best Sellers,735.9,1972,45639,111,2965.67,4.03
2025-12-08,Google Ads,Search,Brand Search,513.04,978,24579,26,2857.65,5.57
2025-12-08,Google Ads,Shopping,Generic Search,672.22,1156,38070,80,3179.58,4.73
2025-12-08,Meta Ads,Advantage+,Advantage Shopping,642.27,930,37547,36,1894.68,2.95
2025-12-08,Meta Ads,Prospecting,Lookalike Prospecting,398.07,968,28023,49,1226.04,3.08
